Longitude,Latitude,Elevation,Distance (m),origin
14.396217333955832,35.86068569162572,227.24043248428,979.3012084960938,Maptiler terrain provider, approximately 30m accuracy
14.396228401102489,35.86068584942572,227.19666800182085,980.301513671875,Maptiler terrain provider, approximately 30m accuracy
14.39623946824929,35.860686007224714,227.1529035137636,981.3018188476562,Maptiler terrain provider, approximately 30m accuracy
14.396250535396291,35.8606861650227,227.10913901981425,982.3021240234375,Maptiler terrain provider, approximately 30m accuracy
14.396261602543404,35.860686322819646,227.06537452026777,983.3024291992188,Maptiler terrain provider, approximately 30m accuracy
14.396272669690745,35.86068648061561,227.01793207756873,984.302734375,Maptiler terrain provider, approximately 30m accuracy
14.396283736838173,35.86068663841053,226.93181786600474,985.3030395507812,Maptiler terrain provider, approximately 30m accuracy
14.396294803985768,35.86068679620445,226.84570365191172,986.3033447265625,Maptiler terrain provider, approximately 30m accuracy
14.396305871133537,35.860686953997316,226.7595894351948,987.3036499023438,Maptiler terrain provider, approximately 30m accuracy
14.396316938281444,35.860687111789204,226.67347521617987,988.303955078125,Maptiler terrain provider, approximately 30m accuracy
14.396328005429522,35.860687269580055,226.58736099456442,989.3042602539062,Maptiler terrain provider, approximately 30m accuracy
14.396339072577717,35.86068742736988,226.50124677079492,990.3045654296875,Maptiler terrain provider, approximately 30m accuracy
14.396350139726112,35.8606875851587,226.41513254423276,991.3048706054688,Maptiler terrain provider, approximately 30m accuracy
14.396361206874674,35.86068774294651,226.32901831511825,992.30517578125,Maptiler terrain provider, approximately 30m accuracy
14.396372274023351,35.860687900733296,226.2429040838652,993.3054809570312,Maptiler terrain provider, approximately 30m accuracy
14.396383341172196,35.86068805851906,226.15678985003646,994.3058471679688,Maptiler terrain provider, approximately 30m accuracy
14.396394408321186,35.8606882163038,226.070675613846,995.30615234375,Maptiler terrain provider, approximately 30m accuracy
14.396405475470347,35.86068837408753,225.98456137507833,996.3064575195312,Maptiler terrain provider, approximately 30m accuracy
14.396416542619676,35.86068853187025,225.8984471337661,997.3067626953125,Maptiler terrain provider, approximately 30m accuracy
14.396427609769148,35.86068868965194,225.81233289006101,998.3070678710938,Maptiler terrain provider, approximately 30m accuracy
14.396438676918764,35.86068884743261,225.72621864400972,999.307373046875,Maptiler terrain provider, approximately 30m accuracy
14.396449744068548,35.860689005212265,225.64010439539052,1000.3076782226562,Maptiler terrain provider, approximately 30m accuracy
14.396460811218446,35.860689162990894,225.55399014462503,1001.3079833984375,Maptiler terrain provider, approximately 30m accuracy
14.396471878368574,35.860689320768515,225.4678758908437,1002.3082885742188,Maptiler terrain provider, approximately 30m accuracy
14.396482945518812,35.860689478545154,225.38176163498753,1003.30859375,Maptiler terrain provider, approximately 30m accuracy
14.396494012669194,35.86068963632074,225.29564737673076,1004.3088989257812,Maptiler terrain provider, approximately 30m accuracy
14.396505079819745,35.86068979409529,225.20953311589045,1005.3092041015625,Maptiler terrain provider, approximately 30m accuracy
14.396516146970471,35.86068995186885,225.12341885247156,1006.3095092773438,Maptiler terrain provider, approximately 30m accuracy
14.396527214121333,35.86069010964137,225.03730458670938,1007.309814453125,Maptiler terrain provider, approximately 30m accuracy
14.396538281272342,35.86069026741288,224.95119031857624,1008.3101196289062,Maptiler terrain provider, approximately 30m accuracy
14.396549348423548,35.86069042518339,224.86507604769085,1009.3104248046875,Maptiler terrain provider, approximately 30m accuracy
14.39656041557484,35.860690582952856,224.77896177484345,1010.3107299804688,Maptiler terrain provider, approximately 30m accuracy
14.396571482726332,35.86069074072134,224.69284749923463,1011.31103515625,Maptiler terrain provider, approximately 30m accuracy
14.396582549877992,35.86069089848877,224.6067332210189,1012.3113403320312,Maptiler terrain provider, approximately 30m accuracy
14.396593617029794,35.86069105625519,224.52061894048964,1013.3116455078125,Maptiler terrain provider, approximately 30m accuracy
14.39660468418174,35.86069121402062,224.4345046575894,1014.3119506835938,Maptiler terrain provider, approximately 30m accuracy
14.396615751333854,35.86069137178504,224.34839037214454,1015.312255859375,Maptiler terrain provider, approximately 30m accuracy
14.396626818486114,35.860691529548376,224.26227608426788,1016.3125610351562,Maptiler terrain provider, approximately 30m accuracy
14.39663788563854,35.86069168731075,224.17616179388557,1017.3128662109375,Maptiler terrain provider, approximately 30m accuracy
14.396648952791082,35.86069184507207,224.09004750132584,1018.313232421875,Maptiler terrain provider, approximately 30m accuracy
14.396660019943853,35.860692002832394,224.00393320576586,1019.3135375976562,Maptiler terrain provider, approximately 30m accuracy
14.396671087096706,35.8606921605917,223.9178189083076,1020.3138427734375,Maptiler terrain provider, approximately 30m accuracy
14.39668215424976,35.86069231834996,223.8317046080178,1021.3141479492188,Maptiler terrain provider, approximately 30m accuracy
14.396693221402957,35.860692476107246,223.7455903054052,1022.314453125,Maptiler terrain provider, approximately 30m accuracy
14.396704288556352,35.86069263386349,223.6594759999936,1023.3147583007812,Maptiler terrain provider, approximately 30m accuracy
14.396715355709802,35.86069279161873,223.57336169289778,1024.3150634765625,Maptiler terrain provider, approximately 30m accuracy
14.396726422863479,35.86069294937292,223.48724738274865,1025.3153076171875,Maptiler terrain provider, approximately 30m accuracy
14.396737490017275,35.86069310712615,223.4011330705218,1026.315673828125,Maptiler terrain provider, approximately 30m accuracy
14.396748557171266,35.86069326487829,223.3150187554182,1027.31591796875,Maptiler terrain provider, approximately 30m accuracy
14.396759624325398,35.86069342262947,223.22890443803993,1028.3162841796875,Maptiler terrain provider, approximately 30m accuracy
14.396770691479702,35.8606935803796,223.1427901180533,1029.3165283203125,Maptiler terrain provider, approximately 30m accuracy
14.39678175863412,35.86069373812873,223.05667579593603,1030.31689453125,Maptiler terrain provider, approximately 30m accuracy
14.396792825788735,35.860693895876835,222.97056147103532,1031.3172607421875,Maptiler terrain provider, approximately 30m accuracy
14.396803892943469,35.8606940536239,222.8844471439402,1032.3175048828125,Maptiler terrain provider, approximately 30m accuracy
14.396814960098341,35.86069421136999,222.79833281455487,1033.31787109375,Maptiler terrain provider, approximately 30m accuracy
14.396826027253411,35.860694369115066,222.71221848240168,1034.318115234375,Maptiler terrain provider, approximately 30m accuracy
14.396837094408653,35.86069452685909,222.62610414761684,1035.3184814453125,Maptiler terrain provider, approximately 30m accuracy
14.39684816156401,35.86069468460208,222.53998981067014,1036.3187255859375,Maptiler terrain provider, approximately 30m accuracy
14.396859228719563,35.860694842344074,222.45387547097118,1037.319091796875,Maptiler terrain provider, approximately 30m accuracy
14.396870295875232,35.86069500008507,222.36776112916488,1038.3193359375,Maptiler terrain provider, approximately 30m accuracy
14.39688136303107,35.860695157825035,222.28164678474246,1039.3197021484375,Maptiler terrain provider, approximately 30m accuracy
14.396892430187052,35.86069531556398,222.19553243798313,1040.3199462890625,Maptiler terrain provider, approximately 30m accuracy
14.396903497343203,35.86069547330192,222.10941808866218,1041.3203125,Maptiler terrain provider, approximately 30m accuracy
14.396914564499527,35.86069563103882,222.02330373673294,1042.320556640625,Maptiler terrain provider, approximately 30m accuracy
14.39692563165599,35.860695788774706,221.93718938245897,1043.3209228515625,Maptiler terrain provider, approximately 30m accuracy
14.396936698812567,35.860695946509594,221.85107502607764,1044.3211669921875,Maptiler terrain provider, approximately 30m accuracy
14.396947765969374,35.86069610424342,221.7649606666026,1045.321533203125,Maptiler terrain provider, approximately 30m accuracy
14.396958833126291,35.86069626197627,221.67884630507615,1046.32177734375,Maptiler terrain provider, approximately 30m accuracy
14.396969900283354,35.86069641970809,221.5927319411724,1047.3221435546875,Maptiler terrain provider, approximately 30m accuracy
14.396980967440584,35.8606965774389,221.5066175747085,1048.3223876953125,Maptiler terrain provider, approximately 30m accuracy
14.396992034598012,35.86069673516869,221.42050320543643,1049.32275390625,Maptiler terrain provider, approximately 30m accuracy
14.397003101755528,35.860696892897465,221.33438883425683,1050.322998046875,Maptiler terrain provider, approximately 30m accuracy
14.397014168913245,35.86069705062523,221.24827446026907,1051.3233642578125,Maptiler terrain provider, approximately 30m accuracy
14.397025236071102,35.86069720835193,221.16216008389765,1052.3236083984375,Maptiler terrain provider, approximately 30m accuracy
14.3970363032291,35.860697366077645,221.07604570520343,1053.323974609375,Maptiler terrain provider, approximately 30m accuracy
14.397047370387298,35.86069752380233,220.98993132371027,1054.32421875,Maptiler terrain provider, approximately 30m accuracy
14.39705843754558,35.86069768152602,220.90381694033294,1055.3245849609375,Maptiler terrain provider, approximately 30m accuracy
14.397069504704092,35.86069783924869,220.81770255390867,1056.324951171875,Maptiler terrain provider, approximately 30m accuracy
14.397080571862743,35.860697996970316,220.73158816513188,1057.3251953125,Maptiler terrain provider, approximately 30m accuracy
14.397091639021484,35.86069815469095,220.6454737744384,1058.3255615234375,Maptiler terrain provider, approximately 30m accuracy
14.39710270618042,35.860698312410534,220.55935938093955,1059.3258056640625,Maptiler terrain provider, approximately 30m accuracy
14.397113773339557,35.86069847012915,220.4732449846778,1060.326171875,Maptiler terrain provider, approximately 30m accuracy
14.397124840498806,35.8606986278467,220.38713058624788,1061.326416015625,Maptiler terrain provider, approximately 30m accuracy
14.397135907658196,35.86069878556327,220.30101618551996,1062.3267822265625,Maptiler terrain provider, approximately 30m accuracy
14.397146974817788,35.860698943278805,220.2149017819357,1063.3270263671875,Maptiler terrain provider, approximately 30m accuracy
14.397158041977493,35.86069910099333,220.1287873762455,1064.327392578125,Maptiler terrain provider, approximately 30m accuracy
14.397169109137366,35.86069925870683,220.04267296799514,1065.32763671875,Maptiler terrain provider, approximately 30m accuracy
14.39718017629738,35.86069941641931,219.9565585573753,1066.3280029296875,Maptiler terrain provider, approximately 30m accuracy
14.39719124345757,35.86069957413078,219.87044414417824,1067.3282470703125,Maptiler terrain provider, approximately 30m accuracy
14.397202310617928,35.86069973184121,219.7843297283729,1068.32861328125,Maptiler terrain provider, approximately 30m accuracy
14.397213377778428,35.86069988955063,219.6982153102384,1069.328857421875,Maptiler terrain provider, approximately 30m accuracy
14.39722444493907,35.86070004725906,219.6121008897733,1070.3292236328125,Maptiler terrain provider, approximately 30m accuracy
14.39723551209994,35.86070020496645,219.52598646627825,1071.3294677734375,Maptiler terrain provider, approximately 30m accuracy
14.39724657926084,35.86070036267283,219.43987204130514,1072.329833984375,Maptiler terrain provider, approximately 30m accuracy
14.39725764642199,35.86070052037816,219.3537576130803,1073.330078125,Maptiler terrain provider, approximately 30m accuracy
14.397268713583259,35.86070067808251,219.26764318273882,1074.3304443359375,Maptiler terrain provider, approximately 30m accuracy
14.397279780744697,35.860700835785835,219.18152874982943,1075.3306884765625,Maptiler terrain provider, approximately 30m accuracy
14.397290847906278,35.86070099348814,219.0954143145505,1076.3310546875,Maptiler terrain provider, approximately 30m accuracy
14.397301915068027,35.86070115118942,219.0092998767037,1077.331298828125,Maptiler terrain provider, approximately 30m accuracy
14.39731298222992,35.8607013088897,218.92318543652624,1078.3316650390625,Maptiler terrain provider, approximately 30m accuracy
14.397324049391955,35.860701466588935,218.83707099394815,1079.3319091796875,Maptiler terrain provider, approximately 30m accuracy
14.397335116554189,35.86070162428716,218.75095654859442,1080.332275390625,Maptiler terrain provider, approximately 30m accuracy
14.397346183716536,35.860701781984375,218.66484210111003,1081.3326416015625,Maptiler terrain provider, approximately 30m accuracy
14.397357250879026,35.860701939680595,218.57872765129503,1082.3328857421875,Maptiler terrain provider, approximately 30m accuracy
14.397368318041742,35.86070209737575,218.49261319841887,1083.333251953125,Maptiler terrain provider, approximately 30m accuracy
14.397379385204573,35.860702255069924,218.40649874344317,1084.33349609375,Maptiler terrain provider, approximately 30m accuracy
14.397390452367517,35.86070241276306,218.32038428630565,1085.3338623046875,Maptiler terrain provider, approximately 30m accuracy
14.397401519530689,35.86070257045519,218.23426982617704,1086.3341064453125,Maptiler terrain provider, approximately 30m accuracy
14.397412586693974,35.86070272814631,218.14815536391774,1087.33447265625,Maptiler terrain provider, approximately 30m accuracy
14.397423653857432,35.86070288583639,218.0620408990501,1088.334716796875,Maptiler terrain provider, approximately 30m accuracy
14.397434721021,35.86070304352545,217.975926432061,1089.3350830078125,Maptiler terrain provider, approximately 30m accuracy
14.39744578818477,35.86070320121351,217.88981196229483,1090.3353271484375,Maptiler terrain provider, approximately 30m accuracy
14.397456855348707,35.86070335890055,217.8036974899607,1091.335693359375,Maptiler terrain provider, approximately 30m accuracy
14.397467922512758,35.86070351658658,217.7175830154959,1092.3359375,Maptiler terrain provider, approximately 30m accuracy
14.397478989676983,35.86070367427159,217.63146853843833,1093.3363037109375,Maptiler terrain provider, approximately 30m accuracy
14.397490056841379,35.860703831955576,217.5453540587958,1094.3365478515625,Maptiler terrain provider, approximately 30m accuracy
14.397501124005885,35.86070398963852,217.45923957700845,1095.3369140625,Maptiler terrain provider, approximately 30m accuracy
14.397512191170593,35.86070414732046,217.37312509242847,1096.337158203125,Maptiler terrain provider, approximately 30m accuracy
14.397523258335468,35.86070430500139,217.28701060529608,1097.3375244140625,Maptiler terrain provider, approximately 30m accuracy
14.39753432550043,35.860704462681326,217.20089611627958,1098.3377685546875,Maptiler terrain provider, approximately 30m accuracy
14.39754539266562,35.86070462036021,217.11478162419277,1099.338134765625,Maptiler terrain provider, approximately 30m accuracy
14.397556459830923,35.86070477803807,217.02866712997667,1100.33837890625,Maptiler terrain provider, approximately 30m accuracy
14.397567526996397,35.860704935714935,216.94255263321452,1101.3387451171875,Maptiler terrain provider, approximately 30m accuracy
14.397578594162013,35.86070509339076,216.85643813405952,1102.3389892578125,Maptiler terrain provider, approximately 30m accuracy
14.3975896613278,35.86070525106558,216.8296303966392,1103.33935546875,Maptiler terrain provider, approximately 30m accuracy
14.397600728493728,35.86070540873942,216.84471397187502,1104.3397216796875,Maptiler terrain provider, approximately 30m accuracy
14.397611795659799,35.86070556641219,216.85979754599558,1105.3399658203125,Maptiler terrain provider, approximately 30m accuracy
14.397622862826069,35.86070572408393,216.87488111911247,1106.34033203125,Maptiler terrain provider, approximately 30m accuracy
14.397633929992452,35.86070588175468,216.88996469117686,1107.340576171875,Maptiler terrain provider, approximately 30m accuracy
14.397644997159036,35.860706039424414,216.90504826226524,1108.3409423828125,Maptiler terrain provider, approximately 30m accuracy
14.397656064325702,35.86070619709315,216.92013183225043,1109.3411865234375,Maptiler terrain provider, approximately 30m accuracy
14.397667131492597,35.86070635476085,216.93521540126704,1110.341552734375,Maptiler terrain provider, approximately 30m accuracy
14.397678198659634,35.86070651242754,216.950298969242,1111.341796875,Maptiler terrain provider, approximately 30m accuracy
14.397689265826758,35.86070667009318,216.96538253604444,1112.3421630859375,Maptiler terrain provider, approximately 30m accuracy
14.397700332994162,35.86070682775784,216.98046610202465,1113.3424072265625,Maptiler terrain provider, approximately 30m accuracy
14.397711400161626,35.86070698542146,216.995549666825,1114.3427734375,Maptiler terrain provider, approximately 30m accuracy
14.397722467329231,35.860707143084085,217.01063323058366,1115.343017578125,Maptiler terrain provider, approximately 30m accuracy
14.397733534497064,35.86070730074567,217.02571679338928,1116.3433837890625,Maptiler terrain provider, approximately 30m accuracy
14.39774460166501,35.860707458406225,217.0408003550758,1117.3436279296875,Maptiler terrain provider, approximately 30m accuracy
14.397755668833097,35.860707616065795,217.05588391574818,1118.343994140625,Maptiler terrain provider, approximately 30m accuracy
14.397766736001415,35.8607077737243,217.07096747542866,1119.34423828125,Maptiler terrain provider, approximately 30m accuracy
14.397777803169815,35.860707931381825,217.08605103402155,1120.3446044921875,Maptiler terrain provider, approximately 30m accuracy
14.397788870338362,35.86070808903834,217.1011345915735,1121.3448486328125,Maptiler terrain provider, approximately 30m accuracy
14.397799937507074,35.860708246693804,217.11621814806347,1122.34521484375,Maptiler terrain provider, approximately 30m accuracy
14.397811004676017,35.86070840434827,217.13130170364363,1123.345458984375,Maptiler terrain provider, approximately 30m accuracy
14.397822071845043,35.86070856200173,217.14638525810506,1124.3458251953125,Maptiler terrain provider, approximately 30m accuracy
14.39783313901421,35.860708719654184,217.16146881152477,1125.3460693359375,Maptiler terrain provider, approximately 30m accuracy
14.397844206183608,35.86070887730559,217.1765523639646,1126.346435546875,Maptiler terrain provider, approximately 30m accuracy
14.39785527335309,35.86070903495599,217.1916359152935,1127.3466796875,Maptiler terrain provider, approximately 30m accuracy
14.397866340522711,35.860709192605356,217.20671946554953,1128.3470458984375,Maptiler terrain provider, approximately 30m accuracy
14.39787740769256,35.860709350253714,217.22180301486813,1129.347412109375,Maptiler terrain provider, approximately 30m accuracy
14.397888474862526,35.86070950790102,217.23688656306405,1130.34765625,Maptiler terrain provider, approximately 30m accuracy
14.397899542032661,35.86070966554736,217.2519701103078,1131.3480224609375,Maptiler terrain provider, approximately 30m accuracy
14.397910609202967,35.86070982319268,217.2670536565172,1132.3482666015625,Maptiler terrain provider, approximately 30m accuracy
14.397921676373386,35.86070998083696,217.28213720161952,1133.3486328125,Maptiler terrain provider, approximately 30m accuracy
14.397932743544004,35.86071013848026,217.29722074578834,1134.348876953125,Maptiler terrain provider, approximately 30m accuracy
14.397943810714738,35.86071029612248,217.31230428878422,1135.3492431640625,Maptiler terrain provider, approximately 30m accuracy
14.397954877885638,35.86071045376369,217.3273878307727,1136.3494873046875,Maptiler terrain provider, approximately 30m accuracy
14.397965945056654,35.86071061140396,217.34247137177508,1137.349853515625,Maptiler terrain provider, approximately 30m accuracy
14.397977012227926,35.86071076904314,217.35755491178088,1138.35009765625,Maptiler terrain provider, approximately 30m accuracy
14.397988079399257,35.86071092668129,217.37263845061034,1139.3504638671875,Maptiler terrain provider, approximately 30m accuracy
14.397999146570783,35.86071108431848,217.3877219885218,1140.3507080078125,Maptiler terrain provider, approximately 30m accuracy
14.39801021374248,35.860711241954604,217.40280552535657,1141.35107421875,Maptiler terrain provider, approximately 30m accuracy
14.398021280914321,35.860711399589746,217.417889061185,1142.351318359375,Maptiler terrain provider, approximately 30m accuracy
14.398032348086304,35.86071155722385,217.43297259593282,1143.3516845703125,Maptiler terrain provider, approximately 30m accuracy
14.398043415258428,35.86071171485695,217.44805612964322,1144.3519287109375,Maptiler terrain provider, approximately 30m accuracy
14.398054482430723,35.860711872489006,217.463139662308,1145.352294921875,Maptiler terrain provider, approximately 30m accuracy
14.398065549603189,35.860712030120084,217.47822319400072,1146.3525390625,Maptiler terrain provider, approximately 30m accuracy
14.398076616775796,35.86071218775011,217.4933067246015,1147.3529052734375,Maptiler terrain provider, approximately 30m accuracy
14.398087683948575,35.8607123453791,217.50839025416445,1148.3531494140625,Maptiler terrain provider, approximately 30m accuracy
14.398098751121523,35.86071250300715,217.52347378280987,1149.353515625,Maptiler terrain provider, approximately 30m accuracy
14.398109818294586,35.86071266063411,217.53855731026255,1150.353759765625,Maptiler terrain provider, approximately 30m accuracy
14.398120885467792,35.86071281826007,217.55364083669338,1151.3541259765625,Maptiler terrain provider, approximately 30m accuracy
14.398131952641224,35.86071297588505,217.5687243622292,1152.3543701171875,Maptiler terrain provider, approximately 30m accuracy
14.398143019814741,35.860713133508966,217.58380788657269,1153.354736328125,Maptiler terrain provider, approximately 30m accuracy
14.398154086988399,35.86071329113187,217.59889140987448,1154.3551025390625,Maptiler terrain provider, approximately 30m accuracy
14.398165154162314,35.86071344875377,217.61397493228512,1155.3553466796875,Maptiler terrain provider, approximately 30m accuracy
14.398176221336314,35.860713606374645,217.62905845355797,1156.355712890625,Maptiler terrain provider, approximately 30m accuracy
14.398187288510458,35.8607137639945,217.6441419737778,1157.35595703125,Maptiler terrain provider, approximately 30m accuracy
14.398198355684798,35.86071392161337,217.65922549305634,1158.3563232421875,Maptiler terrain provider, approximately 30m accuracy
14.398209422859255,35.86071407923116,217.67430901117325,1159.3565673828125,Maptiler terrain provider, approximately 30m accuracy
14.398220490033907,35.86071423684798,217.68939252836444,1160.35693359375,Maptiler terrain provider, approximately 30m accuracy
14.398231557208675,35.860714394463784,217.70447604446412,1161.357177734375,Maptiler terrain provider, approximately 30m accuracy
14.398242624383613,35.86071455207852,217.71955955948704,1162.3575439453125,Maptiler terrain provider, approximately 30m accuracy
14.398253691558693,35.86071470969229,217.73464307351497,1163.3577880859375,Maptiler terrain provider, approximately 30m accuracy
14.398264758733973,35.86071486730502,217.74972658654355,1164.358154296875,Maptiler terrain provider, approximately 30m accuracy
14.398275825909366,35.86071502491673,217.76481009848067,1165.3583984375,Maptiler terrain provider, approximately 30m accuracy
14.39828689308493,35.86071518252743,217.77989360939898,1166.3587646484375,Maptiler terrain provider, approximately 30m accuracy
14.398297960260635,35.86071534013713,217.79497711930324,1167.3590087890625,Maptiler terrain provider, approximately 30m accuracy
14.398309027436511,35.86071549774579,217.81006062814626,1168.359375,Maptiler terrain provider, approximately 30m accuracy
14.39832009461253,35.86071565535342,217.8251441359243,1169.359619140625,Maptiler terrain provider, approximately 30m accuracy
14.398331161788718,35.86071581296004,217.84022764269562,1170.3599853515625,Maptiler terrain provider, approximately 30m accuracy
14.398342228965051,35.860715970565664,217.85531114845284,1171.3602294921875,Maptiler terrain provider, approximately 30m accuracy
14.39835329614155,35.86071612817024,217.87039465313683,1172.360595703125,Maptiler terrain provider, approximately 30m accuracy
14.398364363318194,35.86071628577385,217.88547815683788,1173.36083984375,Maptiler terrain provider, approximately 30m accuracy
14.398375430495006,35.860716443376376,217.9005616594423,1174.3612060546875,Maptiler terrain provider, approximately 30m accuracy
14.398386497671995,35.86071660097791,217.9156451610677,1175.3614501953125,Maptiler terrain provider, approximately 30m accuracy
14.39839756484909,35.86071675857845,217.93072866162413,1176.36181640625,Maptiler terrain provider, approximately 30m accuracy
14.398408632026332,35.860716916177964,217.94581216111627,1177.362060546875,Maptiler terrain provider, approximately 30m accuracy
14.3984196992038,35.860717073776414,217.96089565961222,1178.3624267578125,Maptiler terrain provider, approximately 30m accuracy
14.398430766381352,35.86071723137391,217.97597915705595,1179.36279296875,Maptiler terrain provider, approximately 30m accuracy
14.398441833559104,35.86071738897036,217.99106265348055,1180.363037109375,Maptiler terrain provider, approximately 30m accuracy
14.398452900736997,35.86071754656578,218.00614614884435,1181.3634033203125,Maptiler terrain provider, approximately 30m accuracy
14.398463967915006,35.860717704160194,218.02122964313222,1182.3636474609375,Maptiler terrain provider, approximately 30m accuracy
14.398475035093215,35.86071786175357,218.03631313641296,1183.364013671875,Maptiler terrain provider, approximately 30m accuracy
14.398486102271592,35.86071801934595,218.0513966287061,1184.3642578125,Maptiler terrain provider, approximately 30m accuracy
14.398497169450081,35.86071817693731,218.06648011990342,1185.3646240234375,Maptiler terrain provider, approximately 30m accuracy
14.398508236628773,35.86071833452766,218.0815636101291,1186.3648681640625,Maptiler terrain provider, approximately 30m accuracy
14.398519303807605,35.860718492117,218.09664709931303,1187.365234375,Maptiler terrain provider, approximately 30m accuracy
14.398530370986519,35.86071864970528,218.1117305873082,1188.365478515625,Maptiler terrain provider, approximately 30m accuracy
14.398541438165696,35.860718807292585,218.12681407446317,1189.3658447265625,Maptiler terrain provider, approximately 30m accuracy
14.398552505344954,35.86071896487887,218.14189756048387,1190.3660888671875,Maptiler terrain provider, approximately 30m accuracy
14.398563572524438,35.860719122464104,218.15698104551612,1191.366455078125,Maptiler terrain provider, approximately 30m accuracy
14.398574639704007,35.86071928004836,218.17206452946502,1192.36669921875,Maptiler terrain provider, approximately 30m accuracy
14.398585706883749,35.86071943763159,218.18714801239946,1193.3670654296875,Maptiler terrain provider, approximately 30m accuracy
14.39859677406369,35.860719595213766,218.20223149431123,1194.3673095703125,Maptiler terrain provider, approximately 30m accuracy
14.398607841243745,35.860719752794935,218.217314975135,1195.36767578125,Maptiler terrain provider, approximately 30m accuracy
14.398618908423998,35.86071991037511,218.23239845501394,1196.367919921875,Maptiler terrain provider, approximately 30m accuracy
14.39862997560431,35.86072006795426,218.24748193371653,1197.3682861328125,Maptiler terrain provider, approximately 30m accuracy
14.398641042784847,35.86072022553236,218.2625654114385,1198.3685302734375,Maptiler terrain provider, approximately 30m accuracy
14.398652109965552,35.86072038310948,218.27764888818837,1199.368896484375,Maptiler terrain provider, approximately 30m accuracy
14.398663177146403,35.86072054068558,218.29273236388175,1200.369140625,Maptiler terrain provider, approximately 30m accuracy
14.398674244327367,35.860720698260664,218.3078158384872,1201.3695068359375,Maptiler terrain provider, approximately 30m accuracy
14.39868531150853,35.8607208558347,218.32289931207768,1202.369873046875,Maptiler terrain provider, approximately 30m accuracy
14.398696378689834,35.86072101340777,218.33798278467316,1203.3701171875,Maptiler terrain provider, approximately 30m accuracy
14.398707445871281,35.86072117097979,218.35306625616897,1204.3704833984375,Maptiler terrain provider, approximately 30m accuracy
14.398718513052927,35.86072132855077,218.3681497266732,1205.3707275390625,Maptiler terrain provider, approximately 30m accuracy
14.398729580234715,35.86072148612077,218.38323319615918,1206.37109375,Maptiler terrain provider, approximately 30m accuracy
14.398740647416645,35.86072164368976,218.39831666460765,1207.371337890625,Maptiler terrain provider, approximately 30m accuracy
14.398751714598689,35.86072180125768,218.41340013191012,1208.3717041015625,Maptiler terrain provider, approximately 30m accuracy
14.39876278178093,35.8607219588246,218.42848359823233,1209.3719482421875,Maptiler terrain provider, approximately 30m accuracy
14.398773848963314,35.860722116390534,218.4435670635561,1210.372314453125,Maptiler terrain provider, approximately 30m accuracy
14.398784916145871,35.860722273955446,218.45865052784976,1211.37255859375,Maptiler terrain provider, approximately 30m accuracy
14.398795983328569,35.86072243151931,218.47373399105504,1212.3729248046875,Maptiler terrain provider, approximately 30m accuracy
14.398807050511465,35.860722589082144,218.48881745326875,1213.3731689453125,Maptiler terrain provider, approximately 30m accuracy
14.398818117694418,35.860722746644,218.50390091436842,1214.37353515625,Maptiler terrain provider, approximately 30m accuracy
14.398829184877627,35.860722904204835,218.51898437454935,1215.373779296875,Maptiler terrain provider, approximately 30m accuracy
14.398840252060921,35.86072306176463,218.53406783358463,1216.3741455078125,Maptiler terrain provider, approximately 30m accuracy
14.398851319244413,35.86072321932345,218.54915129167858,1217.3743896484375,Maptiler terrain provider, approximately 30m accuracy
14.39886238642808,35.86072337688121,218.56423474872344,1218.374755859375,Maptiler terrain provider, approximately 30m accuracy
14.398873453611825,35.86072353443795,218.57931820462196,1219.375,Maptiler terrain provider, approximately 30m accuracy
14.398884520795804,35.86072369199369,218.59440165960282,1220.3753662109375,Maptiler terrain provider, approximately 30m accuracy
14.398895587979894,35.86072384954842,218.60948511351125,1221.3756103515625,Maptiler terrain provider, approximately 30m accuracy
14.398906655164156,35.86072400710212,218.62456856638184,1222.3759765625,Maptiler terrain provider, approximately 30m accuracy
14.398917722348557,35.8607241646548,218.6396520181874,1223.376220703125,Maptiler terrain provider, approximately 30m accuracy
14.39892878953313,35.86072432220645,218.65473546897067,1224.3765869140625,Maptiler terrain provider, approximately 30m accuracy
14.398939856717845,35.860724479757096,218.57928950479504,1225.3768310546875,Maptiler terrain provider, approximately 30m accuracy
14.398950923902701,35.86072463730672,218.45722899898897,1226.377197265625,Maptiler terrain provider, approximately 30m accuracy
14.398961991087758,35.860724794855344,218.33516847715688,1227.3775634765625,Maptiler terrain provider, approximately 30m accuracy
14.39897305827293,35.86072495240292,218.21310793956079,1228.3778076171875,Maptiler terrain provider, approximately 30m accuracy
14.398984125458297,35.86072510994951,218.13308764845152,1229.378173828125,Maptiler terrain provider, approximately 30m accuracy
14.398995192643783,35.86072526749507,218.11841897141622,1230.37841796875,Maptiler terrain provider, approximately 30m accuracy
14.399006259829434,35.86072542503962,218.10375027062645,1231.3787841796875,Maptiler terrain provider, approximately 30m accuracy
14.399017327015228,35.860725582583115,218.08908154493025,1232.3790283203125,Maptiler terrain provider, approximately 30m accuracy
14.399028394201165,35.860725740125616,218.0744127956651,1233.37939453125,Maptiler terrain provider, approximately 30m accuracy
14.399039461387275,35.86072589766711,218.05974402263496,1234.379638671875,Maptiler terrain provider, approximately 30m accuracy
14.399050528573582,35.86072605520759,218.0450752257976,1235.3800048828125,Maptiler terrain provider, approximately 30m accuracy
